Batch_ID,T80,Smiles,Mass,HAcceptors,HDonors,LogP,Rg,TPSA,NumHeteroatoms,HOMOm1(eV),HOMO(eV),LUMO(eV),LUMOp1(eV),PrimeExcite(eV),PrimeExcite(osc),DipoleMoment(Debye),SurfaceCharge,ChargeCorrection,T1,T2,T3,T4,T5,T6,T7,T9,T13,T14,T15,T17,T18,T20,S1,S2,S3,S4,S5,S6,S7,S8,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,O1,O2,O3,O4,O5,O6,O7,O8,O10,O16,O17,O20,TDOS1.5,TDOS1.6,TDOS1.7,TDOS1.8,TDOS1.9,TDOS2.0,TDOS2.1,TDOS2.2,TDOS2.3,TDOS2.4,TDOS2.5,TDOS2.6,TDOS2.7,TDOS2.8,TDOS2.9,TDOS3.0,TDOS3.1,TDOS3.2,TDOS3.3,TDOS3.5,TDOS3.6,TDOS3.7,TDOS3.8,TDOS3.9,TDOS4.0,TDOS4.1,TDOS4.2,TDOS4.3,TDOS4.4,TDOS4.6,SDOS2.5,SDOS2.6,SDOS3.0,SDOS3.1,SDOS3.2,SDOS3.3,SDOS3.4,SDOS3.5,SDOS3.8,SDOS3.9,SDOS4.0,SDOS4.1,SDOS4.2,SDOS4.5,SDOS4.8,SDOS4.9,SDOS5.1,SDOS5.3,SDOS5.4,T_min,T_max,T_range,S_mean,S_std,S_min,S_max,S_range,min_diff_S_T,O_sum,O_mean,O_std,RDKit_0,RDKit_1,RDKit_2,RDKit_3,RDKit_4,RDKit_6,RDKit_8,RDKit_9,num_atoms,complexity,size_index,hetero_polarity,Ncomplexity,ratio_HDonors_HAcceptors,mass_minus_logP,total_H_bonds,energy_gap,delta_HOMO,ratio_HOMO,hardness,softness,chemical_potential,electrophilicity,combined_orbital_feature,predict
Train-24,9.3,CCCCC(CC)COc1c2cc(-c3cccc(N4CCCC4)c3C=O)sc2c(OCC(CC)CCCC)c2ccsc12,619.937,6,0,11.3861,5.437466022,38.77,6,-7.8811,-7.5021,-0.0561,0.7325,3.885086872,0.360880979,6.58109,-0.03293614,-0.00731,2.844460742,2.97527204,3.396568478,3.625311578,3.977687534,4.01236474,4.087967744,4.87067828,5.347790514,5.402019366,5.528776518,5.785241546,5.93114121,6.052170486,3.885086872,3.937270054,4.273082282,4.681075666,5.063764732,5.148877002,5.460748692,5.547708264,5.87163081,5.940948028,6.067221658,6.170583784,6.199384338,6.281744252,6.288711928,6.350528356,6.467751446,6.494097196,6.58935103,0.360880979,0.130618949,0.177257381,0.158469032,0.054354398,0.13607705,0.913907232,0.027415611,0.208813676,0.237842651,0.10678631,0.523387105,3.1e-10,7.92e-09,1.58e-07,2.45e-06,2.97e-05,0.000281983,0.002093526,0.012185484,0.055722806,0.200711505,0.571199241,1.288828967,2.31499126,3.328409309,3.871839702,3.748086066,3.251967675,2.912034436,3.000464541,3.682806347,3.900457673,4.293087915,5.211942014,6.564247694,7.609929551,7.49512196,6.059168621,3.998771585,2.272224423,1.858266578,2.93e-11,8.31e-10,4.47e-05,0.000365275,0.002330531,0.011602789,0.045090059,0.136849177,0.885011875,1.036138828,0.9985232,0.839023621,0.666604665,0.410386039,0.388464732,0.415012222,0.768672696,1.617136418,1.972439332,2.844460742,6.052170486,3.2077097439999998,5.625858437099999,0.8576697904208523,3.885086872,6.58935103,2.7042641580000004,1.0406261300000001,3.5335230949999996,0.17667615474999998,0.21882432482645642,619.9370000000022,6.0,0.0,11.386099999999985,0.1870037746414645,38.769999999999996,21.0,6.0,43.0,17.67722,114.01209377302592,232.62,12.595733011,0.0,608.5509,6,7.446000000000001,0.37899999999999956,0.05089980514372742,3.7230000000000003,0.26860051877504193,-3.7791,1.9180226712328767,0.4096000000000005,17.546709482020134
Train-25,9.15,CCCCC(CC)COc1c2cc(-c3ccc4oc(-c5cnc(N6CCN(C)CC6)cc5C)cc4c3)sc2c(OCC(CC)CCCC)c2ccsc12,752.103,8,0,12.84182,7.550930171,50.97,8,-7.5744,-7.381,0.1534,0.5861,4.24271958,1.492616857,5.30325,-0.04137437,-0.00502,2.888213284,3.172425036,3.659740824,3.673453012,4.016418886,4.036119308,4.089753056,4.31902927,4.88623777,5.022665362,5.100995926,5.406296676,5.507352774,5.683292792,4.24271958,4.43092122,4.68793176,4.722509782,4.853953378,5.332516178,5.402155744,5.549270412,5.751518986,5.838540548,5.877718228,6.011381066,6.024894886,6.066452982,6.245480102,6.289666574,6.33283641,6.371939702,6.49456832,1.492616857,1.026415061,0.039511612,0.020919287,0.441472774,0.651976307,0.016138532,0.086272003,0.072854788,0.000221364,0.080268128,0.213032317,6.89e-11,1.95e-09,4.32e-08,7.43e-07,9.97e-06,0.000104078,0.000846706,0.005368359,0.026546029,0.102528155,0.310200729,0.739410975,1.403645084,2.162467514,2.782684805,3.097359475,3.079282604,2.831630708,2.618039838,3.512729319,4.500131877,5.392157821,6.180181213,7.086075414,8.019483697,8.501953987,8.171845341,7.174448124,6.136343235,6.729905338,9.7e-17,6.68e-15,1.23e-08,2.43e-07,3.74e-06,4.48e-05,0.00041892,0.003054765,0.27106291,0.746238327,1.626981311,2.831038217,3.971069175,3.487792373,1.427645632,1.202721646,1.125558255,1.497988887,1.498364979,2.888213284,5.683292792,2.7950795079999997,5.6112349961,0.6896795575359451,4.24271958,6.49456832,2.25184874,1.3545062960000003,4.495791550999999,0.22478957754999995,0.3965510517016879,752.1030000000021,8.0,0.0,12.841819999999977,0.47386493374741206,50.97000000000001,23.0,8.0,53.0,21.968363999999994,99.60400683938374,407.76,16.8724650855,0.0,739.26118,8,7.534400000000001,0.19339999999999957,0.025668928425763314,3.7672000000000003,0.26544906948155933,-3.6138,1.7333232161817793,0.2393000000000004,12.940451993388209
Train-26,8.87,Cc1cc(N2CCN(C)CC2)ncc1-c1ccc(-c2ccc(-c3ccc(-c4cccs4)s3)s2)s1,519.786,7,0,8.05582,7.152631228,19.37,7,-7.7601,-7.1793,-0.313,0.658,3.568008022,2.087537645,3.08429,-0.04093032,-0.00246,2.367311314,2.917695728,3.499819022,3.61786038,3.867146966,4.234140164,4.281128584,4.413861572,5.033699582,5.221008566,5.323254872,5.44699931,5.45468607,5.67902788,3.568008022,4.457911666,4.667202304,5.038658782,5.211176952,5.405366826,5.470034794,5.493231452,5.692318536,5.709936094,5.762615196,5.836284112,5.871643208,5.964454636,5.984291436,6.024597334,6.185386996,6.28938142,6.393189874,2.087537645,0.044328215,0.044517572,0.154572628,0.083496451,0.013419252,0.001256457,0.006544492,0.071114769,0.079833911,0.01098591,0.036498592,0.000164539,0.001269562,0.007628964,0.035703092,0.130131167,0.369418211,0.816997271,1.408959902,1.901807049,2.038221395,1.825964189,1.578763486,1.603867451,1.874513041,2.069805997,1.951042441,1.660588525,1.617976325,2.131923919,4.073837462,4.591360235,4.55135386,4.226111775,4.08433192,4.621948023,6.085110666,8.073772653,9.57127065,9.725949462,7.293822494,2.68e-06,3.41e-05,0.073797581,0.269440075,0.766140878,1.696607798,2.926042778,3.930124827,2.125316045,1.051822064,0.410816463,0.140518108,0.072610301,0.157676943,0.263461374,0.346355166,0.460673575,0.360274223,0.31623033,2.367311314,5.67902788,3.3117165659999994,5.5301043438,0.6814579967739897,3.568008022,6.393189874,2.825181852,1.2006967079999997,2.986958203,0.14934791014999999,0.4580415805667086,519.7860000000002,7.0,0.0,8.055820000000006,0.9122986462490016,19.37,7.0,7.0,34.0,14.811164000000002,72.6705894321287,135.59,12.513315614,0.0,511.73017999999996,7,6.8663,0.5808000000000009,0.08458702873643333,3.43315,0.2912776047426985,-3.7461499999999996,2.043843091985494,0.3901999999999992,7.277421023825072
Train-27,8.64,CCCCCCCCCCCCc1ccsc1-c1cc2sc(-c3ccc(-c4cccs4)s3)cc2s1,554.937,5,0,12.6117,6.613979917,0.0,5,-8.4535,-7.4865,-0.1901,0.7984,3.866787424,1.70592486,2.29598,-0.04528616,0.00464,2.582280236,3.163994396,3.573339162,3.942328438,3.985411488,4.308205816,4.406521956,4.512549652,5.484094126,5.664038698,5.689343016,5.894145578,5.967802096,6.100832636,3.866787424,4.817763616,5.023805978,5.30188072,5.424707706,5.582546644,5.686045148,5.743943808,5.80678927,5.882243498,6.049269354,6.179485548,6.284744568,6.341924144,6.48235629,6.48898922,6.522934944,6.55717822,6.594917732,1.70592486,0.087564364,0.075288497,0.047025007,0.009726757,0.037639286,0.092649563,0.0363386,0.045582604,0.050764653,0.007634201,0.029416036,8.73e-07,1.15e-05,0.000118603,0.000950018,0.005926456,0.028792914,0.108944647,0.321045696,0.736911604,1.318111728,1.840916263,2.02432942,1.812844135,1.484802378,1.406392689,1.683250051,2.086737388,2.331812667,2.387164554,2.629869895,2.93938972,3.389738602,4.01507465,4.666549857,5.123907228,5.481560852,6.100033653,7.007466441,7.596954292,5.583204814,2.46e-10,6.61e-09,0.000283897,0.002187644,0.013128608,0.061360252,0.223347939,0.633144948,3.218289194,3.35623477,2.7259092,1.724469092,0.850868492,0.07698852,0.258557746,0.297906309,0.273187072,0.247886127,0.288029219,2.582280236,6.100832636,3.5185524,5.8206706907,0.6942928922903681,3.866787424,6.594917732,2.728130308,1.284507188,2.410091908,0.1205045954,0.3740688872793869,554.9370000000015,5.0,0.0,12.61169999999998,0.7036987485971342,0.0,15.0,5.0,35.0,15.522339999999996,83.90362883776068,0.0,8.3069899585,0.0,542.3253,5,7.2964,0.9669999999999996,0.13253109306903493,3.6482,0.27410770404371904,-3.8383000000000003,2.0191528548325204,0.021500000000000297,12.012201020324152
Train-28,7.86,CCCCCCCCCCCCc1ccsc1-c1ccc(-c2ccc(-c3cccs3)s2)[se]1,545.741,3,0,10.3925,6.419824266,0.0,4,-8.5264,-7.6145,-0.0891,0.92,3.993247024,1.283062256,2.6209,-0.04512095,0.00311,2.662495296,3.21387155,3.68474759,4.017113174,4.076078062,4.3541776,4.39701269,4.639232416,5.616182418,5.641387552,5.81912528,5.959879774,5.972575326,6.15430521,3.993247024,4.873790178,4.950161858,5.171602536,5.391505862,5.457946744,5.6119547,5.614545882,5.790349522,5.866448446,6.12126454,6.368815406,6.374233332,6.43053265,6.459060448,6.522104278,6.586648266,6.692514788,6.867301792,1.283062256,0.075226022,0.003765432,0.136198651,0.00462276,0.005630782,0.072639713,0.092216837,0.07760789,0.02130174,0.019503364,0.001183367,9.2e-08,1.48e-06,1.87e-05,0.000182597,0.001392035,0.008264811,0.038215924,0.137623131,0.386012727,0.843497764,1.437375514,1.91762115,2.03346917,1.809379123,1.56860435,1.612049103,1.906379366,2.150156503,2.148289748,2.121429967,2.479315063,3.015916367,3.664893798,4.430500738,5.233409887,5.964926022,6.653887797,7.30739588,7.646929736,6.302870473,2.01e-12,7.42e-11,1.13e-05,0.000119299,0.000982155,0.006297239,0.03144465,0.122284027,1.604711333,2.295755223,2.557891272,2.219617687,1.500446938,0.131019466,0.195200841,0.265441168,0.358050942,0.365806272,0.397516896,2.662495296,6.15430521,3.4918099140000005,5.846285578600001,0.7333898227840246,3.993247024,6.867301792,2.874054768,1.330751728,2.0851760020000008,0.10425880010000003,0.28022924418248757,545.7410000000015,3.0,0.0,10.101299999999993,0.5300275783556857,0.0,15.0,4.0,32.0,13.678499999999998,85.00869998600986,0.0,7.209912133,0.0,535.3485,3,7.525399999999999,0.911900000000001,0.12117626688597738,3.7626999999999997,0.26576653313670157,-3.8518,1.971504935285832,0.09719999999999906,19.161820430477807
Train-29,6.67,CC(C)(C)OC(=O)N1CCc2nc(-c3ccc(-c4ccc(-c5cccs5)s4)cc3)sc2C1,480.68,6,0,7.5603,6.737174531,42.43,7,-8.5993,-7.6533,-0.2863,0.7756,3.953337862,1.779299311,1.89275,-0.03769024,-0.00402,2.680174844,3.175784894,3.795982446,4.31555783,4.329468386,4.438322826,4.444521826,4.692171876,5.334995778,5.601527982,5.652793712,5.745704324,5.989312626,6.101539322,3.953337862,4.824644506,4.937367122,5.309914624,5.34372397,5.664794976,5.778571422,5.928240078,5.987589304,6.074846428,6.226622744,6.306887396,6.353466682,6.528204094,6.629371774,6.66535077,6.76788223,6.916422668,6.994195322,1.779299311,0.032662993,0.000247537,0.008725193,0.013925891,0.018582497,0.066436112,0.038699032,0.041432271,0.032690578,0.033431188,0.033507199,5.48e-08,9.24e-07,1.21e-05,0.000124234,0.000989899,0.00614287,0.029688331,0.111751441,0.327671256,0.748799469,1.335996691,1.872337688,2.102692,2.008412019,1.861280224,1.91170675,2.081529261,2.071745243,1.753345584,1.204726544,1.451049964,1.878043746,2.167039568,2.289467012,2.681775874,3.919508021,6.11524207,8.638074767,10.52289648,10.7285465,1.21e-11,4.05e-10,4.13e-05,0.000395405,0.002946153,0.017096004,0.07726101,0.271927119,2.64537497,3.425193139,3.453906538,2.712526919,1.659457702,0.102191935,0.066874884,0.065757116,0.049995833,0.06421485,0.086309692,2.680174844,6.101539322,3.4213644779999997,5.958440986099999,0.7797041432482241,3.953337862,6.994195322,3.0408574600000002,1.273163018,2.383402667000001,0.11917013335000004,0.3911922663430982,480.6799999999997,6.0,0.0,7.560300000000006,0.8837472042618898,42.43,3.0,7.0,32.0,13.612060000000001,71.34740631118046,297.01,14.6115872655,0.0,473.1197,6,7.367,0.9459999999999997,0.128410461733343,3.6835,0.27148085476290085,-3.9697999999999998,2.139176332292656,0.11590000000000034,3.4114291099807184
Train-30,5.34,CCCCC(CC)COc1c2cc(-c3ccc(C=CC(=O)O)cc3F)sc2c(OCC(CC)CCCC)c2ccsc12,610.857,5,1,11.2103,5.635940478,55.76,7,-8.4166,-7.596,-0.6384,0.5837,3.961917278,1.21039618,4.63063,-0.0271004,0.00247,2.672909616,3.074989154,3.788816402,3.888297954,3.974823596,4.067399462,4.274322082,4.685799304,5.04046889,5.362531736,5.460413946,5.748444282,5.846239706,6.148825294,3.961917278,4.360240222,4.840166802,4.863202286,5.054441436,5.112389688,5.71275044,5.735178422,6.1103543,6.189069202,6.193321716,6.210083812,6.333443912,6.413968922,6.433532966,6.566575904,6.622862824,6.762836244,6.869558228,1.21039618,0.532016221,0.006316034,0.000958146,0.326370558,0.178581954,0.10908431,0.030440761,0.031274711,0.102196878,0.679425508,0.03324699,6.79e-08,1.12e-06,1.45e-05,0.000145677,0.001139905,0.006947041,0.032978467,0.121979464,0.351813732,0.792944335,1.404692962,1.98535005,2.320463501,2.405162011,2.407395582,2.383959517,2.189485587,1.73542016,1.208950098,1.37094867,2.528242489,4.281230948,6.106090854,7.337506353,7.592292557,7.023648019,6.147937111,5.444861159,5.127811889,5.714956676,6.03e-12,2.06e-10,2.29e-05,0.000223789,0.001703626,0.010100696,0.046643761,0.16779042,1.760718737,2.376562053,2.580578525,2.357557053,1.958779857,0.916606782,0.504167549,0.727710092,0.999768351,0.568627064,0.353140843,2.672909616,6.148825294,3.475915678,5.812585334999999,0.8356539872757877,3.961917278,6.869558228,2.90764095,1.289007662,3.848066054,0.1924033027,0.30000553262714913,610.8570000000019,6.0,1.0,11.210299999999988,0.21677441167340142,55.760000000000005,21.0,7.0,42.0,16.842059999999996,108.38597284668255,390.32,15.393970239000001,0.199999960000008,599.6467,6,6.9576,0.8206000000000007,0.11794295188815809,3.4788,0.2874553617755083,-4.1172,2.43637688858227,0.4014999999999993,7.70227974425632
Train-31,5.0,COc1ccc(CNc2ccc([N+](=O)[O-])cc2-c2cccc(-c3ccc(-c4cccs4)s3)c2)cc1,498.629,6,1,8.3395,5.799952723,64.4,7,-7.9411,-7.8044,-0.2479,0.0225,4.198347138,0.953729742,10.34359,-0.03131983,0.0011,2.745871846,2.770444682,3.561027948,3.664303288,3.680867016,3.833945122,4.08036777,4.296105368,4.447051018,4.483228382,4.581234572,4.751583092,4.817218104,5.442932766,4.158772722,4.198347138,4.21606388,4.601629282,4.842559616,4.914554802,5.23908485,5.299413518,5.333570008,5.381401492,5.484664434,5.500905814,5.566714398,5.84100775,5.92072689,5.973988698,6.14234114,6.161644826,6.299225432,0.621504624,0.953729742,0.026940408,0.076889467,0.001797498,0.001494178,0.213821731,0.039816586,0.015799701,0.006763311,0.001846742,0.085125926,1.09e-08,2.21e-07,3.5e-06,4.31e-05,0.000414126,0.003099806,0.018086355,0.082259748,0.29164058,0.806002947,1.736427953,2.91617003,3.817884938,3.897762481,3.110261351,1.975547842,1.138197332,1.000103558,1.716579527,5.184416004,6.828191132,7.538684036,7.35201595,7.0667746,7.698658413,9.719570714,12.60854254,15.09162456,16.04984642,13.6343586,1.86e-15,1.06e-13,9.46e-08,1.56e-06,2.02e-05,0.00020355,0.001601268,0.009834322,0.516028874,1.17783585,2.099690207,2.925120411,3.19002361,1.055305983,0.172742437,0.182908515,0.445000007,0.632278916,0.572550224,2.745871846,5.442932766,2.69706092,5.3201156984,0.6596970531053304,4.158772722,6.299225432,2.14045271,1.4129008760000001,2.3458117009999992,0.11729058504999997,0.24083374930786314,498.6289999999999,6.0,1.0,8.339500000000005,0.22853412979815443,64.39999999999999,9.0,7.0,35.0,14.667900000000001,85.97120318782241,450.80000000000007,16.3399763615,0.16666663888889352,490.28950000000003,7,7.5565,0.13669999999999938,0.01809038336658718,3.77825,0.26467272820148796,-4.02615,2.145157655329849,0.13370000000000065,10.233839453237154
Train-32,5.0,CCCCC(CC)COc1c2cc(-c3cccc(S(=O)(=O)N4CCC4)c3)sc2c(OCC(CC)CCCC)c2ccsc12,641.965,6,0,10.3678,5.578842873,55.84,8,-8.5638,-7.6447,-0.1292,0.6313,4.171468274,0.540995383,6.40748,-0.03042922,-0.00698,2.813812886,3.607160906,3.936154234,4.071788354,4.26354822,4.302874676,4.64255508,4.995736906,5.542674676,5.57903801,5.596296026,5.871308462,6.24840603,6.410187532,4.171468274,4.608671346,4.991905924,5.36269291,5.48661092,5.595019032,5.885789326,5.98054724,6.14438681,6.270176918,6.273127642,6.308077604,6.44658806,6.49624205,6.626160692,6.706313762,6.719046508,6.741338112,6.86347081,0.540995383,0.468697887,0.008787269,0.632887783,0.140393233,0.024349467,0.052757859,0.16231041,0.002660245,0.16426424,0.088812008,0.048367822,8.5e-10,2e-08,3.67e-07,5.25e-06,5.84e-05,0.00050642,0.003418303,0.01796951,0.07356789,0.234566928,0.582467753,1.126432451,1.69659329,1.990539479,1.821685801,1.313202104,0.796983698,0.562772994,0.731107407,1.954025837,2.615832088,3.197799542,3.848331961,4.671220357,5.538233049,6.169080941,6.310695105,5.889366757,5.138790197,4.413831566,7.35e-16,4.24e-14,3.83e-08,6.32e-07,8.12e-06,8.13e-05,0.000634059,0.003850069,0.192562482,0.431298737,0.756355689,1.049208448,1.184120245,1.087565262,0.635331985,0.43161341,0.639304957,1.409758147,1.539377288,2.813812886,6.410187532,3.596374646,5.9864747238,0.7452999370160529,4.171468274,6.86347081,2.6920025359999995,1.3576553880000004,3.3509390100000003,0.1675469505,0.1944299663302429,641.965000000002,6.0,0.0,10.367799999999992,0.21015410046046984,55.84,21.0,8.0,43.0,17.47356,115.07133280910153,446.72,16.3734214365,0.0,631.5972,6,7.5155,0.9191000000000003,0.12229390961427591,3.75775,0.2661166213514413,-3.88695,2.0102960950701885,-0.1586000000000003,3.5594017891239824
Train-33,4.8,CCCCC(CC)COc1c2cc(-c3ccc4oc(-c5c(C(=O)OCC)[nH]c6ccccc56)cc4c3)sc2c(OCC(CC)CCCC)c2ccsc12,750.039,7,1,14.0446,6.837852881,73.69,8,-7.7547,-7.5176,-0.1001,0.1738,4.083107728,1.559673067,6.22776,-0.03752653,-0.00246,2.699924858,2.876497174,3.59492408,3.757387472,3.8229233,4.006264924,4.08520299,4.361281654,4.810002468,4.90223119,5.068290002,5.217103196,5.36579241,5.506212158,4.083107728,4.30619734,4.62680962,4.767080592,4.844568092,5.277407068,5.301545974,5.402974012,5.65937705,5.673969496,5.85600933,6.012000966,6.028738266,6.056584174,6.133650142,6.14829218,6.235288946,6.335303612,6.3818705,1.559673067,0.090285353,0.296640823,0.07296768,0.151152773,0.048322495,0.0407993,1.448579204,0.012150571,0.039644367,0.039807772,0.429407709,3.06e-08,5.42e-07,7.51e-06,8.11e-05,0.000683443,0.004503837,0.023247562,0.094261972,0.301466323,0.76471474,1.549436976,2.527768775,3.346159063,3.614773023,3.195403764,2.321542541,1.443392322,0.968049054,1.122862631,3.327827085,4.927936682,6.373872559,7.429418396,8.089378363,8.440712898,8.509056339,8.297515463,7.903731786,7.554898706,7.99947854,7.72e-14,3.56e-12,1.33e-06,1.76e-05,0.000181675,0.001458493,0.009119977,0.044422736,1.149801177,2.069682266,2.914042227,3.225151558,2.844032326,1.07912722,0.898033504,0.793239535,1.253098926,2.818926617,3.188643187,2.699924858,5.506212158,2.8062873,5.5309901809,0.6925546506134761,4.083107728,6.3818705,2.298762772,1.3831828699999997,4.769156021,0.23845780104999997,0.44670868559325017,750.0390000000019,7.0,1.0,14.044599999999969,0.38778300859771486,73.69000000000001,23.0,8.0,53.0,22.208919999999992,109.6892406671771,589.52,18.7879264405,0.1428571224489825,735.9944,8,7.4174999999999995,0.23709999999999987,0.03196494344928297,3.7087499999999998,0.2696325528459581,-3.80885,1.9558258608021573,0.036800000000000166,13.04204082209608
Train-34,3.5,CCCCC(CC)COc1c2cc(-c3cccc(-c4cc(S(=O)(=O)O)c(N)c5c4C(=O)c4ccccc4C5=O)c3)sc2c(OCC(CC)CCCC)c2ccsc12,824.099,9,2,12.2447,6.504371357,132.99,11,-8.3075,-7.4695,-1.3181,0.0112,3.359684428,0.215620709,8.2602,-0.0324246,-0.00012,2.30181268,2.792017202,2.796728442,3.375095142,3.389042892,3.505670878,3.516593516,3.917061314,4.047401488,4.367827798,4.441484316,4.667251896,4.732601754,4.937019978,3.317754392,3.359684428,3.779108768,3.802045068,4.133542792,4.25486962,4.44604678,4.52911338,4.89993756,5.056040778,5.15670014,5.291639972,5.392646478,5.515547852,5.618203292,5.802338388,5.844491588,5.907746184,5.930620494,0.042465037,0.215620709,0.004578604,0.007163361,0.619325185,0.002457048,0.09970563,0.030830812,0.027935053,0.48759326,0.179524583,0.038679522,0.000645303,0.004227069,0.021565219,0.085691622,0.26527619,0.640315956,1.208522054,1.800524367,2.182679855,2.339324569,2.571654627,3.146256858,3.857066643,4.144020603,3.758562752,3.195168177,3.350860844,4.753026113,7.033910817,9.878774229,9.475604008,8.962368755,9.301667054,10.22917293,10.63047156,9.95746773,8.855617134,8.288469902,8.476240903,9.174577663,6.17e-05,0.000451915,0.10934448,0.232020362,0.384252247,0.497081225,0.504180459,0.408401663,0.375834879,0.667867271,1.045435358,1.353190584,1.495685128,1.600295894,0.835695916,0.666517933,1.177938465,1.99852982,2.151595707,2.30181268,4.937019978,2.6352072980000005,4.8304920227,0.8541360515683046,3.317754392,5.930620494,2.6128661020000004,1.015941712,3.7085985050000008,0.18542992525000004,0.23693753513080415,824.0990000000018,10.0,2.0,12.244699999999986,0.2339514970734468,132.98999999999998,23.0,11.0,57.0,23.048939999999995,126.69923472525453,1462.89,27.5511856785,0.22222219753086697,811.8543000000001,11,6.1514,0.8379999999999992,0.13622912894152067,3.0757,0.3251291331634642,-4.3938,3.138387755632864,0.49130000000000096,10.963772238972853
Train-35,3.0,CCCCC(CC)COc1c2cc(-c3ccc(-c4ccc(-c5ccc(Nc6ncnc7cc(OCC8CCN(C)CC8)c(OC)cc67)c(F)c5)s4)s3)sc2c(OCC(CC)CCCC)c2ccsc12,1005.426,12,1,16.9855,10.51941574,77.97,13,-7.7415,-7.3067,-0.4731,0.1473,3.56864032,2.860003637,5.5405,-0.04810986,-0.00097,2.413878202,2.864012388,3.240130514,3.448739262,3.828328828,3.920669132,3.9351252,4.221940532,4.35560337,4.465300874,4.606303328,4.803716682,4.965547776,5.037418982,3.56864032,4.19207375,4.379742276,4.696064848,4.88351021,4.924101262,5.036600714,5.131767762,5.37471897,5.41036322,5.49076425,5.51289468,5.53353735,5.606016058,5.724082212,5.753701034,5.868791668,5.882020334,5.917081878,2.860003637,0.093728635,0.108825081,0.016517137,0.002603618,0.036515415,0.043841079,0.081590489,0.121659225,0.112674237,0.027594138,0.444284178,5.83e-05,0.000505752,0.003414409,0.017952933,0.073524172,0.234585169,0.583521376,1.134095132,1.733649661,2.125431906,2.200909649,2.14042722,2.195825762,2.391990885,2.582707615,2.741847897,3.000071434,3.382608577,3.696825188,3.766913826,4.149416627,5.321610313,7.20946797,9.346100125,11.33392702,12.98003628,13.98199915,13.93272458,12.85036227,10.20310926,3.6e-06,4.6e-05,0.100201176,0.366420235,1.043548606,2.31458618,3.998208988,5.379085741,2.952511655,1.522644333,0.711106627,0.417487897,0.372533211,0.270938501,0.214331947,0.289777312,0.489971036,0.754179147,0.941366056,2.413878202,5.037418982,2.6235407800000003,5.2042669267,0.6220725591457117,3.56864032,5.917081878,2.348441558,1.1547621180000003,4.368582207,0.21842911035,0.630371794155926,1005.4260000000023,12.0,1.0,16.985499999999973,0.6810582734408687,77.97,29.0,13.0,69.0,28.597099999999994,95.57811282225141,1013.61,26.05670787,0.08333332638888948,988.4405,13,6.833600000000001,0.4348000000000001,0.06362677598531141,3.4168000000000003,0.2926714198456392,-3.8899,2.214253396452821,0.1856,5.041086736767753
Train-36,2.42,CCCCC(CC)COc1c2cc(-c3ccc(-c4ccc(C)s4)[se]3)sc2c(OCC(CC)CCCC)c2ccsc12,671.896,5,0,12.06732,5.789808508,18.46,6,-7.9099,-7.3801,-0.4292,0.8331,3.665803446,1.562118814,1.53654,-0.0330111,-0.00145,2.340234082,2.950364458,3.558027632,3.767776996,3.936761736,4.074255556,4.243922186,4.690485748,5.126312642,5.307162268,5.382380934,5.63786652,5.642652148,5.962284986,3.665803446,4.17775406,4.69090728,4.980859306,5.00972185,5.282701014,5.47024556,5.536686442,5.653202846,5.749857654,5.904758266,5.976046766,6.117619528,6.128257012,6.197338668,6.243744382,6.363484266,6.394318092,6.500593748,1.562118814,0.111069192,0.00362255,0.002321459,0.12151685,0.05157188,0.117383657,0.008073568,0.035474588,0.018973323,0.045551407,0.111151552,0.00029327,0.002114722,0.011875877,0.051940373,0.176918757,0.469335281,0.969803656,1.561740964,1.964839826,1.952848018,1.607863954,1.288180301,1.30695138,1.64717712,1.98122713,1.984841603,1.661987117,1.355187898,1.443757143,2.99072787,3.982027974,4.837805337,5.5252924,6.069369688,6.462798215,6.628634796,6.434492225,5.836975808,5.090372152,4.878738247,1.3e-07,2.12e-06,0.012220568,0.056976019,0.206881064,0.585034391,1.28851262,2.210523482,2.525109829,1.654256259,0.920679486,0.500743285,0.308599218,0.075328333,0.157468806,0.238350391,0.342321756,0.406148787,0.44267823,2.340234082,5.962284986,3.6220509040000004,5.5791440129000005,0.7623150782052924,3.665803446,6.500593748,2.834790302,1.3255693640000001,3.3256844850000005,0.16628422425000003,0.3585149666569028,671.8960000000017,5.0,0.0,11.776119999999983,0.2457937970274243,18.46,21.0,6.0,41.0,17.213463999999995,116.04803216264986,110.76,10.740904254,0.0,659.82868,5,6.9509,0.5298000000000007,0.07622033460122662,3.47545,0.28773244105585144,-3.9046499999999997,2.1934269839157516,0.7324999999999993,7.527355971801027
