Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQual,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Threeseasonporch,ScreenPorch,Fence,MiscFeature,SaleType,SaleCondition,SalePrice,HouseAge,HouseRemodAge,HouseCond,GarageAge,TotalArea,TotalSF,LivAreaRatio,LivLotRatio,RmsPerSqft,BedroomRatio,FlrRatio,Spaciousness,Bldg_1Fam,Bldg_Duplex,Bldg_Twnhs,Bldg_TwnhsE,MedNhbdArea,LgGrLivArea,LgMasVnrArea,OverallAvg,QualSF,NhbQual,ExterQualNum,KitchenQualNum,BsmtQualNum,FireplaceQualNum,GarageQualNum,CompositeQual,BsmtCondNum,BsmtQualityScore,PorchTypes,TotalBath,Cluster,Centroid0,Centroid1,Centroid2,Centroid3,Centroid4,Centroid5,Centroid6,Centroid7,Centroid8,Centroid9,Centroid10,Centroid11,Centroid12,Centroid13,Centroid14,Centroid15,Centroid16,Centroid17,Centroid18,Centroid19
696,20,RL,54.0,13811,Pave,None,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6.0,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,Gd,No,GLQ,980.0,LwQ,40.0,92.0,1112.0,GasA,Gd,Y,SBrkr,1137,0,0,1137,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987.0,Unf,2.0,551.0,TA,TA,Y,125,0,0,0,0,None,None,WD,Normal,176000.0,19,19,1,19.0,2249.0,2157.0,0.5271210013908206,0.0823256824270509,0.0043975373790677225,0.001759014951627089,1.0,227.4,1137,0,0,0,1650.5,7.037027614686276,4.290459441148391,6,12942.0,7.0,3,4.0,4.0,3.0,3.0,3.4,4.0,4,1,3.0,7,0.8664053863457224,2.7391527325149574,2.4939620210319697,2.7000141086948917,5.546437944097931,2.326431813135373,3.6437793634139006,0.6216862983249316,4.671161925065973,17.017102151962824,25.808861146089715,2.6734094014954084,1.4286125509155139,1.8348756572056177,16.951695856910156,2.0198935153665563,2.3715918010506174,8.980409724665565,1.6807255402681376,4.577456003652121
697,30,RM,50.0,6000,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5.0,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,616.0,Unf,0.0,0.0,616.0,GasA,Gd,Y,SBrkr,616,0,0,616,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1921.0,Unf,1.0,205.0,TA,TA,Y,0,0,129,0,0,None,None,WD,Normal,89000.0,85,56,4,85.0,1232.0,1232.0,0.5,0.10266666666666667,0.006493506493506494,0.003246753246753247,1.0,154.0,616,0,0,0,1231.0,6.424869023905388,0.0,6,6160.0,5.0,3,3.0,3.0,4.0,3.0,3.2,3.0,3,1,1.0,12,2.6339470544070656,3.6366393726039528,1.6522714196803672,4.788018230143254,7.391409115608958,1.7532776612597911,4.872354328668912,1.758799902305197,6.778137827115597,19.228114830728682,27.1427561331346,3.4969646252392024,0.871733221829734,2.74937343429703,18.284759181085143,4.1468751878853345,2.652736601225484,10.863173984102211,3.6639929960139996,6.209042671017357
698,20,RL,57.0,6420,Pave,None,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,210.0,ALQ,551.0,219.0,980.0,GasA,Fa,Y,FuseA,1148,0,0,1148,0.0,1.0,1,0,2,1,TA,6,Typ,0,None,Detchd,1952.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,None,None,WD,Normal,123500.0,54,54,3,54.0,2128.0,1909.0,0.6013619696176008,0.17881619937694704,0.005226480836236934,0.0017421602787456446,1.0,191.33333333333334,1148,0,0,0,1195.5,7.046647277848756,0.0,6,9545.0,5.0,3,3.0,5.0,4.0,3.0,3.6,4.0,4,0,1.5,7,0.8130333491277919,2.721516310137899,2.152236603239428,2.947091384498145,6.388731002647365,1.9284620529825067,3.6938115398885722,0.4968412771135591,4.925230085200926,17.456574971902217,26.760427135545907,2.5801424381595957,1.0607587381973602,1.6982082638968823,17.89510888300486,2.8613155692018033,2.241379917131537,9.297655132305797,1.813856047827632,4.740189758184826
699,20,RL,65.0,8450,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5.0,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,553.0,BLQ,117.0,224.0,894.0,GasA,Ex,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1973.0,Unf,1.0,336.0,TA,TA,Y,416,144,0,0,0,MnPrv,None,WD,Normal,138500.0,45,1,2,37.0,1788.0,1564.0,0.571611253196931,0.10579881656804734,0.005592841163310962,0.003355704697986577,1.0,178.8,894,0,0,0,1052.0,6.796823718274855,0.0,6,7820.0,5.0,3,3.0,3.0,4.0,3.0,3.2,3.0,3,2,2.0,12,1.5161369028518967,2.99758730164551,1.8464618570853177,3.657087413495751,6.552492224135163,1.6936012218183196,4.123398099644393,0.6274233558906016,5.648463885423189,18.093777746387936,26.626710053330807,2.932310819631619,0.29726945212570677,2.00433016697524,17.761843286134734,3.133266692576777,2.2472656901298884,9.881256123810907,2.541580815471375,5.302071505664509
700,120,FV,59.0,4282,Pave,Pave,IR2,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7.0,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,16.0,Unf,0.0,1375.0,1391.0,GasA,Ex,Y,SBrkr,1391,0,0,1391,0.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2004.0,RFn,2.0,530.0,TA,TA,Y,156,158,0,0,0,None,None,WD,Normal,196000.0,4,4,0,4.0,2782.0,1407.0,0.9886282871357498,0.32484820177487156,0.0035945363048166786,0.0014378145219266715,1.0,278.2,0,0,0,1391,1555.0,7.238496840894365,0.0,6,9849.0,7.0,4,4.0,4.0,4.0,3.0,3.8,3.0,4,2,2.0,0,0.7373037438925021,2.910759648399519,3.3386880683996867,1.9622509501659573,6.356679079537186,2.8359355099148904,3.5102020846026236,1.5346058160523859,3.861472933226854,16.431543150860218,26.88217405205971,3.1596205795156163,2.245044315473079,2.0485029607898393,18.058341262313736,2.823262226460452,2.8641618899254166,8.550278647210218,0.9274804935307357,4.196496384106478
701,20,RL,85.0,14331,Pave,None,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8.0,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274.0,Unf,0.0,526.0,1800.0,GasA,Ex,Y,SBrkr,1800,0,0,1800,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,3.0,765.0,TA,TA,Y,270,78,0,0,0,None,None,WD,Normal,312500.0,4,4,0,4.0,3600.0,3074.0,0.5855562784645413,0.1256018421603517,0.0038888888888888888,0.0016666666666666668,1.0,257.14285714285717,1800,0,0,0,1650.5,7.496097345175956,6.447305862541213,6,24592.0,7.0,4,4.0,5.0,4.0,3.0,4.0,3.0,4,2,3.0,3,2.180555088538911,3.587927897244084,4.816059906004703,0.2682804644672713,5.030120626866778,4.418975954483795,3.580922870380672,3.0383076205832364,2.028526914046971,14.487291668338838,25.49685251150512,3.8302486458289637,3.921663466892353,3.1690305580502587,16.76081754268062,2.1274882945916405,4.023789409179944,7.081367039235449,1.188298857270292,3.473007311797856
702,20,RL,80.0,9600,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7.0,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1164.0,1164.0,GasA,TA,Y,SBrkr,1164,0,0,1164,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Attchd,1969.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,None,None,COD,Normal,140000.0,37,37,2,37.0,2328.0,1164.0,1.0,0.12125,0.005154639175257732,0.002577319587628866,1.0,194.0,1164,0,0,0,1632.0,7.060476365999801,5.1298987149230735,6,8148.0,6.0,3,3.0,3.0,4.0,3.0,3.2,3.0,3,0,1.5,0,0.4720862276363771,2.715431619403048,2.5488708829298963,2.5833358303972886,5.975589439808198,2.2259581271566913,3.606567619703859,0.4870416816882925,4.574471203614446,17.040788757092297,26.317733723020794,2.773903255173077,1.3454850452526805,1.7329958890413268,17.465393644738317,2.4024285824790463,2.360986627743821,9.003032855085545,1.4730168566870758,4.542640236437391
703,60,RL,82.0,12438,Pave,None,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8.0,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1234.0,1234.0,GasA,Ex,Y,SBrkr,1264,1312,0,2576,0.0,0.0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,666.0,TA,TA,Y,324,100,0,0,0,None,None,New,Partial,361919.0,0,0,0,0.0,3810.0,2576.0,1.0,0.20710725196977006,0.0038819875776397515,0.0015527950310559005,0.4906832298136646,257.6,2576,0,0,0,1767.0,7.854381210652365,6.1463292576688975,6,20608.0,8.0,5,5.0,5.0,4.0,3.0,4.4,4.0,4,2,2.5,6,3.988190230807757,1.8537532938423122,5.189723081832407,3.828791100243264,5.704528061056446,3.919786455049493,0.6272123803179475,4.328981880700386,4.651216400060872,15.580010063977793,26.072595667447718,4.242009564403927,4.83741982518365,2.7354550805758535,17.223022319390246,4.079797898164066,2.937230733247155,5.818333167288794,3.78128957828295,1.3226868534525107
704,190,RM,76.0,7630,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5.0,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,360.0,360.0,GasA,Gd,Y,SBrkr,1032,780,0,1812,0.0,0.0,2,0,4,2,Gd,8,Typ,1,Po,Detchd,1999.0,Unf,2.0,672.0,TA,TA,N,344,0,40,0,0,MnPrv,None,WD,Normal,140000.0,110,14,4,11.0,2172.0,1812.0,1.0,0.23748361730013107,0.004415011037527594,0.002207505518763797,0.5695364238410596,226.5,0,0,0,0,1374.0,7.502738210754851,0.0,7,9060.0,5.0,3,4.0,4.0,1.0,3.0,3.0,3.0,4,2,2.0,16,2.9555168236146265,1.3599092098864662,2.5329289598202904,4.225032958469116,6.388122157887941,1.704070041568628,2.343688423761901,2.7511283488328915,5.862212190184478,17.8700113506425,26.81851705143261,2.291357252520392,2.8395413167072396,1.4853179943208656,17.8801137639299,3.8535266416458582,1.1418547218943813,8.521145239094654,3.455853333533614,3.853663300396604
705,20,RL,70.0,8400,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,712.0,Unf,0.0,761.0,1473.0,GasA,Ex,Y,SBrkr,1484,0,0,1484,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2004.0,RFn,2.0,606.0,TA,TA,Y,0,35,0,144,0,None,None,WD,Normal,213000.0,6,5,0,6.0,2957.0,2196.0,0.6757741347905283,0.17666666666666667,0.0047169811320754715,0.0020215633423180594,1.0,212.0,1484,0,0,0,1504.0,7.3031700512368,4.700480365792417,6,15372.0,7.0,4,4.0,4.0,4.0,3.0,3.8,3.0,4,2,3.0,18,0.8084884480284608,2.911204115185066,3.593289461798536,1.409823727864608,5.795531172900234,3.1544305152042433,3.3759239311788853,1.7294547554799884,3.3750330694069843,15.920185944851745,26.329446840783586,3.1290643901252047,2.564533393182238,2.156945450088413,17.518987504864672,2.3057307571941728,3.0129290790475767,8.126073741191936,0.3151892388410396,3.896741401475737
706,190,RM,70.0,5600,Pave,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4.0,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Fa,N,SBrkr,372,720,0,1092,0.0,0.0,2,0,3,2,Fa,7,Mod,0,None,None,1930.0,None,0.0,0.0,None,None,N,0,0,0,0,0,None,Othr,WD,Normal,55000.0,80,60,4,80.0,1092.0,1092.0,1.0,0.195,0.00641025641025641,0.0027472527472527475,0.34065934065934067,156.0,0,0,0,0,1128.0,6.996681488176539,0.0,4,4368.0,5.0,2,2.0,0.0,4.0,3.0,3.0,0.0,0,0,2.0,5,4.06767447945295,3.223247366385503,2.239786499818114,5.956533600643209,7.788374312840654,1.6876123944860701,4.421983291279602,3.3595091882018435,7.817765853696687,20.00395366924061,27.465135392836608,3.699662438792862,2.787784648066587,2.9692114069741877,18.549425998814023,5.192756835305873,2.2260116182986187,10.683697257046752,4.947960767317274,6.02681750322538
707,20,RL,68.0,115149,Pave,None,IR2,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7.0,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,1219.0,Unf,0.0,424.0,1643.0,GasA,TA,Y,SBrkr,1824,0,0,1824,1.0,0.0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1971.0,Unf,2.0,739.0,TA,TA,Y,380,48,0,0,0,None,None,WD,Normal,302000.0,36,5,2,36.0,3467.0,3043.0,0.599408478475189,0.015840345986504443,0.0027412280701754384,0.0010964912280701754,1.0,364.8,1824,0,0,0,1694.0,7.509335266016592,5.863631175598097,6,21301.0,6.0,3,4.0,4.0,3.0,3.0,3.4,3.0,4,2,3.0,14,13.621374909909427,13.669899989954354,14.229533673573393,13.020076423274975,8.130518136026144,14.535392899034074,13.545446410480439,13.667970053005204,12.946711332428535,16.036193948038232,12.758810913868645,13.333258458357653,14.150461817587818,13.810416604644033,4.046326220763261,11.340865178570603,13.938425028765169,12.999127593523937,13.370439128535763,13.181216711004799
708,120,RL,48.0,6240,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8.0,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,863.0,Unf,0.0,461.0,1324.0,GasA,Ex,Y,SBrkr,1324,0,0,1324,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,Fin,2.0,550.0,TA,TA,Y,192,38,0,0,0,None,None,WD,Normal,254000.0,3,3,0,3.0,2648.0,2187.0,0.6053955189757659,0.21217948717948718,0.004531722054380665,0.0015105740181268882,1.0,220.66666666666666,0,0,0,1324,1832.0,7.1891677384203225,5.176149732573829,6,17496.0,8.0,4,4.0,4.0,4.0,3.0,3.8,3.0,4,2,3.0,0,0.3914444355717465,2.7979374267017936,3.0788532119875422,2.0837447680318686,6.1795043439808905,2.623119346457979,3.4915196299492153,1.1928484466307172,4.039738729813864,16.588691663809236,26.6629861083539,2.9918647023031824,1.9515960866782611,1.8840799163736222,17.829032981677873,2.6091355605534687,2.669104875417172,8.65530937853177,0.9678544166936188,4.258389099560418
709,60,RL,65.0,9018,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2007.0,Fin,2.0,400.0,TA,TA,Y,100,24,0,0,0,None,None,New,Partial,179540.0,0,0,0,0.0,2184.0,1456.0,1.0,0.1614548680416944,0.005494505494505495,0.0020604395604395605,0.5,182.0,1456,0,0,0,1560.0,7.284134806195205,0.0,6,10192.0,7.0,4,4.0,4.0,4.0,3.0,3.8,3.0,4,2,2.5,16,2.5267313705839114,1.365435418653913,2.4687181975788564,4.110762214050342,6.393025449047235,0.8436306078293586,2.643631415252766,2.1240762163181652,5.900765159238959,18.00867165309267,26.63122020303638,2.988898763733766,2.0997206605422254,1.0312017686329862,17.700150818931306,3.5881613684351237,0.29181727511954125,8.86343598335594,3.2168901107142633,4.172584705340042
710,20,RL,68.0,7162,Pave,None,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,876.0,876.0,GasA,TA,Y,SBrkr,904,0,0,904,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1966.0,Unf,1.0,408.0,TA,TA,Y,0,0,0,0,0,MnPrv,None,WD,Abnorml,109900.0,42,42,2,42.0,1780.0,904.0,1.0,0.12622172577492322,0.00663716814159292,0.00331858407079646,1.0,150.66666666666666,904,0,0,0,1052.0,6.807934943699926,3.7376696182833684,6,4520.0,5.0,3,3.0,3.0,4.0,3.0,3.2,3.0,3,0,1.0,12,1.5238123366878409,3.0022102555611214,1.8137508266059097,3.6795487156794207,6.679852437653337,1.6471884450715897,4.128832355198944,0.677722539665482,5.669362960788032,18.143989766477205,26.787449751436665,2.925368468254658,0.2568888267894223,1.998734157875876,17.920992757496673,3.2456841468231645,2.246457749841831,9.915403787450368,2.553947290384639,5.316850076201847
711,30,RL,56.0,4130,Pave,None,IR1,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3.0,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,270.0,270.0,GasA,Gd,Y,SBrkr,729,0,0,729,0.0,0.0,1,0,2,1,TA,5,Maj2,0,None,None,1935.0,None,0.0,0.0,None,None,N,0,0,0,0,0,None,None,WD,Normal,52000.0,73,5,4,73.0,999.0,729.0,1.0,0.1765133171912833,0.006858710562414266,0.0027434842249657062,1.0,145.8,729,0,0,0,1231.0,6.593044534142437,0.0,4,2187.0,5.0,4,3.0,3.0,4.0,3.0,3.4,3.0,3,0,1.0,2,2.9182786350894023,3.6859704103889883,1.0125294941805363,5.038863708453869,7.5800011399581795,1.7921410238784976,4.914616030055784,2.1061483280506073,7.009650590101338,19.507969897715846,27.4261473127501,3.081315781625522,1.3235120695793816,2.872392057712708,18.552285166383644,4.424367291147718,2.702523271319064,10.993352734903896,3.9186643766980067,6.29604404256062
712,50,C (all),66.0,8712,Pave,Pave,Reg,HLS,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4.0,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Stone,TA,TA,Mn,Unf,0.0,Unf,0.0,859.0,859.0,GasA,Gd,Y,SBrkr,859,319,0,1178,0.0,0.0,1,0,2,1,TA,7,Typ,0,None,Detchd,1964.0,RFn,1.0,384.0,TA,TA,N,68,0,98,0,0,None,None,WD,Abnorml,102776.0,110,60,4,46.0,2037.0,1178.0,1.0,0.13521579430670339,0.005942275042444821,0.001697792869269949,0.7292020373514432,168.28571428571428,1178,0,0,0,1128.0,7.072421900537371,0.0,6,4712.0,5.0,3,3.0,3.0,4.0,3.0,3.2,3.0,3,2,1.0,7,1.6050511070338702,2.1038824844110993,1.9479828179708705,3.574459407038385,6.3247385439804775,0.9874763304332423,3.293597714016374,0.9787401689727716,5.518307338987898,17.884288171278023,26.58115289932842,2.7238522123681883,0.996452630350014,1.1653741221655747,17.677517354816146,3.0744168923395154,1.3145632866844488,9.264488897693534,2.519288002201915,4.602513204583644
713,120,RL,40.0,4671,Pave,None,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,767.0,Unf,0.0,461.0,1228.0,GasA,Gd,Y,SBrkr,1228,0,0,1228,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2.0,472.0,TA,TA,Y,168,120,0,0,0,None,None,WD,Normal,189000.0,20,19,1,20.0,2456.0,1995.0,0.6155388471177945,0.2628987368871762,0.004071661237785016,0.0016286644951140066,1.0,245.6,0,0,0,1228,1767.0,7.113956109566034,0.0,6,15960.0,8.0,4,4.0,4.0,4.0,3.0,3.8,3.0,4,2,3.0,0,0.5706910184647142,2.8120549626971503,2.795334314258915,2.509232209192377,6.465155798621607,2.3319548869601268,3.6273451354632122,0.9730150006552412,4.457570532719957,17.010854898956,26.904754472099633,2.981346108361359,1.6057660408535928,1.8278291976224115,18.059605642806442,2.8866751160642785,2.5287975488414545,8.998387354026974,1.3925096316562333,4.52184434970427
714,190,RL,60.0,9873,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4.0,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,TA,Av,ALQ,789.0,Unf,0.0,171.0,960.0,GasW,TA,N,SBrkr,960,0,0,960,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1970.0,Unf,2.0,576.0,TA,TA,Y,0,288,0,0,0,None,None,WD,Normal,129000.0,36,36,2,36.0,1920.0,1749.0,0.548885077186964,0.09723488301428138,0.00625,0.003125,1.0,160.0,0,0,0,0,1231.0,6.8679744089702925,5.081404364984463,4,6996.0,5.0,3,3.0,3.0,4.0,3.0,3.2,3.0,3,1,2.0,7,1.2634283507461348,2.885473486125731,1.9927844819481995,3.3772925963787532,6.276216326201306,1.8211128534592493,3.96491375071176,0.35650926159282986,5.3681799209154955,17.792567612008778,26.40470918745284,2.8291260611246813,0.6048590922353793,1.8915989111796687,17.54104943962478,2.8268745610243204,2.2273366497150673,9.626845439448077,2.2746444267063097,5.086485157537445
715,60,RL,68.0,13517,Pave,None,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6.0,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,TA,TA,No,GLQ,533.0,Unf,0.0,192.0,725.0,GasA,Ex,Y,SBrkr,725,754,0,1479,0.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,1976.0,RFn,2.0,475.0,TA,TA,Y,0,44,0,0,0,None,None,WD,Normal,130500.0,34,5,2,34.0,2204.0,2012.0,0.7350894632206759,0.10941777021528445,0.004056795131845842,0.002028397565922921,0.49019607843137253,246.5,1479,0,0,0,1052.0,7.299797366758161,5.66988092298052,7,12072.0,5.0,4,4.0,3.0,4.0,3.0,3.6,3.0,3,1,2.5,16,2.6490881577374736,1.3515211561951552,2.5965412092768503,4.114908465556028,5.9193568037451305,1.2991704182566235,2.581923060167275,2.244249934572927,5.873385882837799,17.837246211741466,26.075244527629337,2.957577876182482,2.300733567439132,1.2129332118847742,17.142753787145743,3.3073138836698597,0.5799006492617693,8.684254537378493,3.284262463455426,4.075297120030505
716,20,RL,78.0,10140,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6.0,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1064.0,1064.0,GasA,TA,Y,SBrkr,1350,0,0,1350,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1974.0,RFn,2.0,478.0,TA,TA,Y,0,0,0,0,0,MnPrv,None,WD,Normal,165000.0,35,35,2,35.0,2414.0,1350.0,1.0,0.13313609467455623,0.005185185185185185,0.0022222222222222222,1.0,192.85714285714286,1350,0,0,0,1632.0,7.208600337960199,5.1647859739235145,6,8100.0,6.0,3,3.0,4.0,3.0,3.0,3.2,3.0,4,0,2.0,0,0.4566117469508022,2.593120742771766,2.5785830313847025,2.255643558972316,5.7081116935703475,2.4425546281937534,3.365739494352103,0.9284303719130806,4.228835105685549,16.71905410109461,26.212513801305658,2.3032329890351573,1.7637741295615572,1.701360343135063,17.356259458609195,2.174900241927221,2.4148970434949675,8.652143893238998,1.1758093447244067,4.215783791037418
717,70,RM,60.0,10800,Pave,Grvl,Reg,Bnk,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7.0,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,718.0,718.0,GasA,Ex,Y,SBrkr,1576,978,0,2554,0.0,0.0,1,1,3,1,TA,8,Typ,0,None,Detchd,1996.0,Unf,2.0,704.0,TA,TA,P,0,48,143,0,0,None,None,WD,Normal,159500.0,117,9,4,11.0,3272.0,2554.0,1.0,0.2364814814814815,0.0031323414252153485,0.0011746280344557558,0.6170712607674237,319.25,2554,0,0,0,1374.0,7.845807502637805,0.0,8,17878.0,5.0,3,3.0,3.0,4.0,3.0,3.2,3.0,3,2,1.5,6,3.6424188795415766,1.919237271998353,4.43052183872348,3.6206959923114126,5.637601288289078,3.7014854974305904,1.3095214869667964,3.97918791144949,4.5878050775856565,15.918337183909342,26.26630515024525,3.024052698726458,4.486623220114518,2.5701355570579563,17.395144129126233,3.8264150365172624,2.836594948779259,6.422203439712258,3.472033112081355,2.0041335404482656
718,20,RL,80.0,10000,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5.0,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,1084.0,Unf,0.0,92.0,1176.0,GasA,Gd,Y,SBrkr,1178,0,0,1178,0.0,1.0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1973.0,Unf,2.0,439.0,TA,TA,Y,224,0,0,0,0,MnPrv,None,WD,Normal,157000.0,35,8,2,35.0,2354.0,2262.0,0.5207780725022104,0.1178,0.004244482173174873,0.0025466893039049238,1.0,235.6,1178,0,0,0,1632.0,7.072421900537371,0.0,6,11310.0,6.0,3,4.0,4.0,2.0,3.0,3.2,3.0,4,1,2.0,0,0.43663155790461755,2.708799169266487,2.590204938632922,2.5243550355437145,5.910772134621565,2.272774051248041,3.583315695851166,0.5382881902166118,4.515640942850989,16.97549114812989,26.260419837571515,2.7653818587650383,1.4076157624827508,1.7382293464702854,17.409065798997382,2.333922733624713,2.3789806997157945,8.948899506144,1.4196607967177874,4.501598754595827
